2.92,38162,2.88,16.83,21.76,22.99,24.06,25.62,29.32,67.6,68.73,69.83
1.45,44340,2.92,5.8,19.75,24.68,25.91,26.98,28.54,32.24,70.52,71.65
2.98,48274,1.45,4.37,7.25,21.2,26.13,27.36,28.43,29.99,33.69,71.97
5.78,51893,2.98,4.43,7.35,10.23,24.18,29.11,30.34,31.41,32.97,36.67
3.21,38742,5.78,8.76,10.21,13.13,16.01,29.96,34.89,36.12,37.19,38.75
3.98,50756,3.21,8.99,11.97,13.42,16.34,19.22,33.17,38.1,39.33,40.4
2.18,33303,3.98,7.19,12.97,15.95,17.4,20.32,23.2,37.15,42.08,43.31
6.37,54241,2.18,6.16,9.37,15.15,18.13,19.58,22.5,25.38,39.33,44.26
1.58,54124,6.37,8.55,12.53,15.74,21.52,24.5,25.95,28.87,31.75,45.7
1.46,39955,1.58,7.95,10.13,14.11,17.32,23.1,26.08,27.53,30.45,33.33
7.35,37981,1.46,3.04,9.41,11.59,15.57,18.78,24.56,27.54,28.99,31.91
2.37,40955,7.35,8.81,10.39,16.76,18.94,22.92,26.13,31.91,34.89,36.34
