배수,총배팅,1게임배수,2게임배수,3게임배수,4게임배수,5게임배수,6게임배수,7게임배수,8게임배수,9게임배수,10게임배수,100게임이득,50게임이득,10게임이득,5게임이득,3게임이득
1.7,58323,3.36,7.09,8.379999999999999,17.419999999999998,19.2,20.459999999999997,21.49,22.619999999999997,76.05000000000001,77.95,-197276,-147637,-119058,40698,12950
2.27,38425,1.7,5.06,8.79,10.079999999999998,19.119999999999997,20.9,22.159999999999997,23.189999999999998,24.319999999999997,77.75000000000001,-300583,-210165,-141814,4939,-4549
7.83,54492,2.27,3.9699999999999998,7.33,11.059999999999999,12.349999999999998,21.389999999999997,23.169999999999998,24.429999999999996,25.459999999999997,26.589999999999996,-313240,-249568,-230709,-69151,-36728
1.23,34409,7.83,10.1,11.8,15.16,18.89,20.18,29.22,31.0,32.26,33.29,-192739,-133202,-86975,49712,116
1.82,60646,1.23,9.06,11.33,13.030000000000001,16.39,20.12,21.41,30.45,32.23,33.489999999999995,-275482,-148586,-79564,12133,20905
1.05,74063,1.82,3.05,10.88,13.15,14.850000000000001,18.21,21.94,23.23,32.269999999999996,34.05,-269928,-212323,-36483,-77181,4920
1.59,51382,1.05,2.87,4.1,11.930000000000001,14.200000000000001,15.900000000000002,19.26,22.990000000000002,24.28,33.31999999999999,-321948,-256884,-91315,-96254,-150515
1.73,55062,1.59,2.64,4.46,5.6899999999999995,13.520000000000001,15.790000000000001,17.490000000000002,20.85,24.580000000000002,25.87,-420153,-276031,-172744,-103593,-152454
2.92,48675,1.73,3.3200000000000003,4.37,6.1899999999999995,7.42,15.250000000000002,17.52,19.220000000000002,22.580000000000002,26.310000000000002,-454271,-389367,-180695,-230407,-153110
1,94762,2.92,4.65,6.24,7.29,9.11,10.34,18.17,20.439999999999998,22.14,25.5,-557414,-434698,-195484,-207617,-90458
1.2,41393,7.41,8.58,9.58,12.5,14.23,15.82,16.869999999999997,18.689999999999998,19.92,27.750000000000004,-618664,-421649,-155515,-51922,3241
7.4,45473,1.2,8.61,9.78,10.78,13.7,15.43,17.02,18.069999999999997,19.889999999999997,21.12,-614116,-432513,-273968,-43561,61767
2.49,49588,7.4,8.6,16.009999999999998,17.18,18.18,21.1,22.83,24.42,25.47,27.29,-526072,-340628,-176562,31055,223977
2,70502,2.49,9.89,11.09,18.5,19.67,20.67,23.590000000000003,25.32,26.910000000000004,27.96,-465784,-291147,-106581,151857,53854
2.08,86191,2.0,4.49,11.89,13.09,20.5,21.67,22.67,25.590000000000003,27.32,28.910000000000004,-450907,-290853,-66528,216852,56925
1.36,85625,2.08,4.08,6.57,13.97,15.17,22.58,23.75,24.75,27.67,29.4,-513918,-249503,-37216,14706,-13108
4.78,68834,1.36,3.4400000000000004,5.44,7.930000000000001,15.33,16.53,23.939999999999998,25.11,26.11,29.03,-483523,-242985,-60366,-16805,-106895
1.05,71933,4.78,6.140000000000001,8.22,10.22,12.71,20.11,21.310000000000002,28.72,29.89,30.89,-497166,-76850,-42273,-73328,-66203
1.74,87653,1.05,5.83,7.19,9.270000000000001,11.270000000000001,13.760000000000002,21.16,22.360000000000003,29.77,30.94,-548230,42878,-17858,-169715,-130567
2.17,71709,1.74,2.79,7.57,8.93,11.010000000000002,13.010000000000002,15.500000000000002,22.9,24.1,31.509999999999998,-603303,-367918,26014,-190838,-117108
3.61,86250,2.17,3.91,4.96,9.74,11.1,13.180000000000001,15.180000000000001,17.67,25.07,26.270000000000003,-668166,-367309,-209432,-224138,-163918
1.92,65492,3.61,5.779999999999999,7.52,8.57,13.35,14.709999999999999,16.790000000000003,18.790000000000003,21.28,28.68,-671591,-410859,-178627,-161822,-99002
1.65,62884,1.92,5.529999999999999,7.699999999999999,9.44,10.49,15.27,16.63,18.71,20.71,23.200000000000003,-683263,-535726,-295287,-221959,-97324
1.97,84303,1.65,3.57,7.18,9.35,11.09,12.14,16.919999999999998,18.279999999999998,20.36,22.36,-698133,-573284,-369258,-199543,-105972
1.08,66840,1.97,3.62,5.54,9.15,11.32,13.06,14.110000000000001,18.889999999999997,20.249999999999996,22.33,-708654,-573134,-366165,-175327,-130613
2.42,90987,1.08,3.05,4.7,6.62,10.23,12.4,14.14,15.190000000000001,19.97,21.33,-711207,-672712,-417881,-193743,-135702
1.24,65873,2.42,3.5,5.47,7.12,9.04,12.65,14.82,16.560000000000002,17.61,22.39,-626577,-620394,-346328,-184506,-83965
1.62,66781,1.24,3.66,4.74,6.71,8.36,10.28,13.89,16.06,17.8,18.849999999999998,-835398,-630234,-417052,-195093,-117090
1.16,61006,1.62,2.8600000000000003,5.28,6.36,8.33,9.98,11.899999999999999,15.510000000000002,17.68,19.42,-856097,-681410,-399419,-199876,-112105
4.46,74390,3.38,19.55,20.990000000000002,22.03,23.18,24.34,25.96,27.2,29.62,30.7,-821791,-640134,-85489,144464,410753
9.13,71822,4.46,7.84,24.01,25.450000000000003,26.490000000000002,27.64,28.8,30.42,31.66,34.08,-680379,-623983,82380,351203,694784
1.12,64519,9.13,13.59,16.97,33.14,34.580000000000005,35.620000000000005,36.77,37.93,39.550000000000004,40.79,-514220,-472160,202617,644966,348178
1,89559,1.12,10.25,14.71,18.09,34.26,35.7,36.74,37.89,39.05,40.67,-536673,-516039,202111,755124,170510
2.09,58549,1.0,2.12,11.25,15.71,19.09,35.26,36.7,37.74,38.89,40.05,-673593,-706688,165266,194916,-29219
1.61,48896,2.09,3.09,4.21,13.34,17.8,21.18,37.349999999999994,38.790000000000006,39.83,40.980000000000004,-664719,-713729,186985,42521,-191692
1.51,64331,1.61,3.7,4.7,5.82,14.95,19.41,22.79,38.959999999999994,40.400000000000006,41.44,-665879,-818064,240158,-111045,-171385
6.02,69771,1.18,2.3899999999999997,3.8999999999999995,5.51,7.6,8.6,9.719999999999999,18.85,23.310000000000002,26.69,-990921,-927553,-185705,-380621,-298795
38.41,60843,6.02,7.199999999999999,8.41,9.919999999999998,11.53,13.62,14.62,15.739999999999998,24.87,29.330000000000002,-961807,-853351,-243854,-286375,-186834
1.11,78775,38.41,44.42999999999999,45.61,46.81999999999999,48.33,49.94,52.029999999999994,53.029999999999994,54.14999999999999,63.28,-783241,-731208,-185747,-74702,96792
7.92,57356,4.54,15.379999999999999,19.53,20.95,24.25,36.699999999999996,38.38999999999999,42.23,44.74,46.01,-589182,-154484,232159,281822,302231
2.94,61060,7.92,12.46,23.299999999999997,27.450000000000003,28.869999999999997,32.17,44.62,46.309999999999995,50.15,52.660000000000004,-526065,26596,401616,355227,337708
1.07,67332,2.94,10.86,15.4,26.24,30.390000000000004,31.81,35.11,47.559999999999995,49.24999999999999,53.089999999999996,-536616,93661,391702,357454,151202
8.04,58107,1.07,4.01,11.93,16.47,27.31,31.460000000000004,32.879999999999995,36.18,48.629999999999995,50.31999999999999,-589054,-167405,250543,241710,-9680
1.82,36122,8.04,9.11,12.049999999999999,19.97,24.509999999999998,35.349999999999994,39.5,40.919999999999995,44.22,56.669999999999995,-466875,-34362,412997,183106,809
1.04,66541,1.82,9.86,10.93,13.87,21.79,26.33,37.169999999999995,41.32,42.739999999999995,46.04,-468556,-127928,339433,57611,2388
3.55,48101,1.04,2.8600000000000003,10.899999999999999,11.969999999999999,14.91,22.83,27.369999999999997,38.209999999999994,42.36,43.779999999999994,-511380,-220233,260255,-94972,1026
2.25,69680,3.55,4.59,6.41,14.45,15.52,18.46,26.38,30.919999999999998,41.75999999999999,45.91,-490857,-200004,280641,-76813,-108717
1.46,58067,24.82,27.07,30.62,31.66,33.480000000000004,41.519999999999996,42.59,45.53,53.45,57.99,-256405,-13420,187243,4137,99918
1.02,52928,1.46,26.28,28.53,32.08,33.12,34.940000000000005,42.98,44.050000000000004,46.99,54.910000000000004,-152389,-75539,36672,-20939,58262
4.49,62679,1.02,2.48,27.3,29.55,33.1,34.14,35.96000000000001,44.0,45.07000000000001,48.010000000000005,-15240,-58118,-102572,-7600,24370
1.51,64049,1.9,4.3,5.33,38.03,39.89,42.47,49.78,51.71,56.3,57.43,-458739,463293,-74583,-99784,-72047
5.57,35999,1.25,2.76,4.66,7.06,8.09,40.79,42.65,45.23,52.54,54.47,-596311,653084,-219486,-225837,-201582
1.1,33164,5.57,6.82,8.33,10.23,12.629999999999999,13.66,46.36,48.22,50.8,58.11,-540432,213611,-153299,-140215,-122614
5.78,75887,1.1,6.67,7.92,9.43,11.33,13.729999999999999,14.76,47.46,49.32,51.9,-571900,68234,-257594,-201818,-97190
1.34,35942,5.78,6.880000000000001,12.45,13.7,15.21,17.11,19.509999999999998,20.54,53.24,55.1,-584730,39253,-172621,-72837,80953
4.07,71245,1.34,7.12,8.22,13.79,15.04,16.55,18.45,20.849999999999998,21.88,54.580000000000005,-570252,-98092,-100066,-29303,36475
1,17565,4.07,5.41,11.190000000000001,12.290000000000001,17.86,19.11,20.62,22.52,24.919999999999998,25.95,-541142,-25103,-148900,76937,77173
4.62,16684,5.4,6.4,10.47,11.81,17.590000000000003,18.69,24.259999999999998,25.509999999999998,27.020000000000003,28.92,-460579,253150,25619,227437,159550
1.06,77964,4.62,10.02,11.02,15.09,16.43,22.210000000000004,23.310000000000002,28.88,30.13,31.640000000000004,-514817,303247,80112,152949,156965
2.94,33976,1.06,5.68,11.08,12.08,16.15,17.49,23.270000000000003,24.37,29.939999999999998,31.189999999999998,-518396,294296,71852,101155,109434
1.28,81608,2.94,4.0,8.62,14.02,15.02,19.09,20.43,26.210000000000004,27.310000000000002,32.879999999999995,-464040,423234,182395,105458,-44806
1.41,93320,1.28,4.22,5.28,9.899999999999999,15.299999999999999,16.3,20.37,21.71,27.490000000000006,28.590000000000003,-452831,474722,75406,47210,-127320
1.42,54573,1.41,2.69,5.63,6.69,11.309999999999999,16.709999999999997,17.71,21.78,23.12,28.900000000000006,-520650,332701,20613,-206824,-148429
2.26,66216,1.42,2.83,4.109999999999999,7.05,8.11,12.729999999999999,18.129999999999995,19.130000000000003,23.200000000000003,24.54,-612095,119113,-105887,-258836,-207329
3.04,56608,2.26,3.6799999999999997,5.09,6.369999999999999,9.309999999999999,10.37,14.989999999999998,20.389999999999993,21.39,25.46,-617642,154530,-134778,-235933,-173709
4.69,80915,3.04,5.3,6.72,8.129999999999999,9.41,12.349999999999998,13.41,18.029999999999998,23.429999999999993,24.43,-568017,14110,-90216,-195674,-33656
19.56,70781,4.69,7.73,9.99,11.41,12.82,14.100000000000001,17.04,18.1,22.72,28.119999999999994,-554242,156397,-13503,-60713,70803
2.66,35669,19.56,24.25,27.29,29.549999999999997,30.97,32.379999999999995,33.66,36.599999999999994,37.66,42.28,-315358,362317,3407,210231,297735
1.53,76332,2.66,22.22,26.91,29.95,32.209999999999994,33.629999999999995,35.03999999999999,36.31999999999999,39.25999999999999,40.31999999999999,-293679,279784,-9571,249265,237610
1.28,77573,1.53,4.19,23.75,28.44,31.48,33.739999999999995,35.16,36.56999999999999,37.849999999999994,40.78999999999999,-433249,288078,-1828,234105,121109
1.43,49974,1.28,2.81,5.470000000000001,25.03,29.720000000000002,32.76,35.019999999999996,36.44,37.849999999999994,39.129999999999995,-476584,167339,-92108,103566,-140321
2.89,78461,13.2,14.5,15.93,17.21,18.74,21.4,40.96,45.650000000000006,48.69,50.94999999999999,-327502,133535,111849,-137416,-3372
1.13,69305,2.89,16.09,17.39,18.82,20.1,21.63,24.29,43.85,48.540000000000006,51.58,-272176,-11147,164771,-69334,53546
15.63,49283,1.13,4.02,17.22,18.52,19.95,21.23,22.759999999999998,25.419999999999998,44.980000000000004,49.67000000000001,-319200,-164716,53333,-50233,101274
49.73,79535,15.63,16.76,19.65,32.85,34.15,35.58,36.86,38.39,41.05,60.61000000000001,-167546,-194142,51077,52848,10031
2.83,40828,49.73,65.36,66.49,69.38,82.58,83.88,85.31,86.59,88.12,90.78,77405,-16256,13129,304957,146093
3.49,62437,2.83,52.559999999999995,68.19,69.32,72.21,85.41,86.71,88.14,89.42,90.95,-139611,27794,-1447,135969,182830
1.29,87198,3.49,6.32,56.05,71.67999999999999,72.80999999999999,75.69999999999999,88.89999999999999,90.19999999999999,91.63,92.91,-54529,-20167,104752,174086,174784
6.59,87064,1.29,4.78,7.61,57.339999999999996,72.97,74.1,76.99,90.19,91.49,92.92,-204775,-76847,95247,145480,-58203
9.5,98864,32.71,35.980000000000004,40.15,46.74,48.03,51.52,54.349999999999994,104.07999999999998,119.71000000000001,120.84,347344,360764,559154,385068,380895
2.01,57430,9.5,42.21,45.480000000000004,49.65,56.24,57.53,61.02,63.849999999999994,113.57999999999998,129.21,463879,539418,740806,595326,397407
1.98,69454,2.01,11.51,44.22,47.49,51.66,58.25,59.54,63.03,65.86,115.58999999999999,483464,541582,633152,454195,279069
15.96,72636,1.98,3.9899999999999998,13.49,46.199999999999996,49.47,53.63999999999999,60.23,61.519999999999996,65.01,67.84,494117,505291,442726,303010,29665
1.52,80874,15.96,17.94,19.95,29.450000000000003,62.16,65.43,69.6,76.19,77.47999999999999,80.97,696015,620705,626194,398049,68218
2.4,78994,1.52,17.48,19.46,21.47,30.970000000000002,63.68,66.95,71.11999999999999,77.71,78.99999999999999,625099,584608,501001,115933,42633
1.1,80362,3.77,6.17,7.6899999999999995,23.65,25.63,27.639999999999997,37.14000000000001,69.85,73.12,77.28999999999999,743513,606129,514701,60506,-58474
2.39,68105,1.1,4.87,7.27,8.79,24.75,26.73,28.74,38.24000000000001,70.94999999999999,74.22,716030,475691,349596,46586,-39682
1.03,65033,2.39,3.49,7.26,9.66,11.18,27.14,29.12,31.13,40.63000000000001,73.33999999999999,762205,467951,270496,-127553,-1092
2.28,57041,1.33,2.3600000000000003,4.75,5.8500000000000005,9.62,12.02,13.54,29.5,31.480000000000004,33.489999999999995,703802,377894,-177129,-118886,-129318
7.29,55279,2.28,3.61,4.640000000000001,7.029999999999999,8.13,11.899999999999999,14.299999999999999,15.819999999999999,31.78,33.760000000000005,729961,405785,-152922,-213428,-144349
1.26,92977,7.29,9.57,10.9,11.93,14.32,15.420000000000002,19.189999999999998,21.59,23.11,39.07,830163,415647,-69234,-115820,-39576
5.51,67135,1.26,8.55,10.83,12.16,13.19,15.58,16.680000000000003,20.45,22.85,24.37,861275,397982,-297306,-169753,-51959
1.69,52131,2.21,4.68,10.190000000000001,11.45,18.740000000000002,21.02,22.35,23.38,25.77,26.870000000000005,850568,636957,-122471,90957,116361
1.04,54085,1.69,3.9,6.369999999999999,11.88,13.139999999999999,20.430000000000003,22.71,24.040000000000003,25.07,27.46,700345,632111,-101174,14646,8671
1.81,60499,1.04,2.73,4.9399999999999995,7.409999999999999,12.920000000000002,14.18,21.470000000000002,23.75,25.080000000000002,26.11,544711,505458,-135114,34639,-100793
27.17,60674,1.81,2.85,4.54,6.75,9.219999999999999,14.730000000000002,15.99,23.28,25.56,26.89,383774,481866,-107288,-73687,-118616
4.81,59441,27.17,28.98,30.020000000000003,31.71,33.92,36.39,41.900000000000006,43.160000000000004,50.45,52.730000000000004,491266,516369,-10425,-93898,-38569
4.16,93818,4.81,31.98,33.79,34.830000000000005,36.52,38.730000000000004,41.2,46.71000000000001,47.970000000000006,55.260000000000005,708793,661902,144098,53141,134863
1.99,53087,4.16,8.969999999999999,36.14,37.95,38.99000000000001,40.68000000000001,42.89,45.36,50.870000000000005,52.13000000000001,855846,602696,212668,198022,280380
1.44,55640,1.99,6.15,10.959999999999999,38.13,39.940000000000005,40.98000000000001,42.67000000000001,44.88,47.35,52.86000000000001,905703,602456,284586,249947,243052
1.52,76026,1.44,3.4299999999999997,7.59,12.399999999999999,39.57,41.38,42.42000000000001,44.11000000000001,46.32,48.79,921417,627121,172723,246410,74653
1.02,97081,1.52,2.96,4.949999999999999,9.11,13.919999999999998,41.09,42.900000000000006,43.94000000000001,45.63000000000001,47.84,964318,541084,36275,130173,-106418
2.46,97018,1.02,2.54,3.98,5.969999999999999,10.129999999999999,14.939999999999998,42.11000000000001,43.92000000000001,44.960000000000015,46.65000000000001,997066,522344,-39207,-92348,-207432
2.75,85659,1.72,4.18,5.2,6.72,8.16,10.15,14.31,19.119999999999997,46.290000000000006,48.10000000000001,710969,591856,-19489,-269436,-156557
9.11,87336,2.75,4.47,6.93,7.95,9.469999999999999,10.91,12.9,17.060000000000002,21.869999999999997,49.040000000000006,784550,630020,13376,-233034,-66033
7.02,96449,1.42,6.92,16.03,18.78,20.5,22.96,23.979999999999997,25.5,26.939999999999998,28.93,820645,458328,-140961,109722,126043
1.21,66225,1.12,6.66,11.23,12.5,17.46,43.3,46.32,52.92,54.35,72.46000000000002,914409,934576,550492,-98392,11247
1.37,54447,1.21,2.33,7.87,12.440000000000001,13.71,18.67,44.51,47.53,54.13,55.56,879070,955917,119518,-153824,-58386
1.41,72308,1.37,2.58,3.7,9.24,13.810000000000002,15.080000000000002,20.040000000000003,45.879999999999995,48.9,55.5,897322,817535,88805,-101621,-151691
1.91,54689,1.41,2.7800000000000002,3.99,5.11,10.65,15.220000000000002,16.490000000000002,21.450000000000003,47.28999999999999,50.309999999999995,890557,690284,-73554,-126100,-132569
1.12,47237,1.91,3.32,4.69,5.9,7.0200000000000005,12.56,17.130000000000003,18.400000000000002,23.360000000000003,49.19999999999999,869883,583000,-82192,-211100,-107422
1.22,97617,1.12,3.0300000000000002,4.4399999999999995,5.8100000000000005,7.0200000000000005,8.14,13.68,18.250000000000004,19.520000000000003,24.480000000000004,693804,333040,-314860,-216468,-103600
1.27,77141,3.01,4.2299999999999995,5.35,7.26,8.669999999999998,10.04,11.25,12.370000000000001,17.91,22.480000000000004,758650,217068,-247893,-146272,-86863
1.28,50282,1.27,4.279999999999999,5.5,6.619999999999999,8.53,9.939999999999998,11.309999999999999,12.52,13.64,19.18,700406,195115,-318259,-192159,-108260
3.22,58228,1.28,2.55,5.56,6.78,7.8999999999999995,9.809999999999999,11.219999999999997,12.589999999999998,13.799999999999999,14.92,613245,-7460,-403511,-192411,-53343
2.12,45294,5.83,9.05,10.33,11.6,14.61,15.83,16.95,18.86,20.269999999999996,21.64,698434,195303,-223531,22959,36342
2.97,59147,2.12,7.95,11.170000000000002,12.45,13.719999999999999,16.73,17.95,19.07,20.98,22.389999999999997,712036,105907,-196927,-50655,54893
1.92,38613,21.4,24.369999999999997,26.49,32.32,35.54,36.82,38.089999999999996,41.099999999999994,42.31999999999999,43.44,826689,358738,46234,238645,162343
4.05,40247,1.92,23.32,26.29,28.409999999999997,34.24,37.46,38.74,40.01,43.019999999999996,44.239999999999995,889768,400680,67647,238676,160974
1.56,65474,4.05,5.97,27.37,30.34,32.459999999999994,38.29,41.51,42.79,44.059999999999995,47.06999999999999,828499,450605,159375,136416,187945
1.44,87460,1.56,5.609999999999999,7.529999999999999,28.93,31.9,34.019999999999996,39.85,43.07,44.35,45.62,823390,417605,47615,98270,-85482
4.26,88606,1.44,3.0,7.049999999999999,8.969999999999999,30.37,33.339999999999996,35.459999999999994,41.29,44.51,45.79,713902,298255,33906,49093,-142001
5.97,77685,4.26,5.699999999999999,7.26,11.309999999999999,13.229999999999999,34.63,37.599999999999994,39.71999999999999,45.55,48.769999999999996,882492,484510,194664,-43981,-18054
2.93,48944,1.39,5.14,6.39,8.23,11.080000000000002,17.05,21.310000000000002,22.75,24.310000000000002,28.36,970128,488262,-19706,-174313,-99871
3.03,45408,2.93,4.32,8.07,9.32,11.16,14.010000000000002,19.98,24.240000000000002,25.68,27.240000000000002,946475,430106,-30924,-163785,-63057
2.33,63748,9.2,12.229999999999999,15.16,16.549999999999997,20.299999999999997,21.549999999999997,23.39,26.240000000000002,32.21,36.47,958475,355779,270192,99207,147897
1.51,79197,2.33,11.53,14.559999999999999,17.490000000000002,18.879999999999995,22.629999999999995,23.879999999999995,25.72,28.57,34.54,922213,319757,119833,71130,132703
3.45,38268,1.51,3.84,13.04,16.07,19.000000000000004,20.389999999999997,24.139999999999997,25.389999999999997,27.23,30.080000000000002,941203,314082,-102083,72230,82631
1.17,72844,3.45,4.96,7.29,16.49,19.52,22.450000000000003,23.839999999999996,27.589999999999996,28.839999999999996,30.68,938979,397895,-65823,97962,-64302
1.31,82628,1.17,4.62,6.13,8.46,17.659999999999997,20.689999999999998,23.620000000000005,25.009999999999998,28.759999999999998,30.009999999999998,943024,420680,-88044,22228,-106509
8.6,72319,1.31,2.48,5.93,7.4399999999999995,9.770000000000001,18.969999999999995,21.999999999999996,24.930000000000003,26.319999999999997,30.069999999999997,952605,393768,-113487,-212694,-137027
13.67,52760,1.76,3.42,4.77,13.37,14.68,15.85,19.3,20.810000000000002,23.140000000000004,32.339999999999996,940925,199742,-40584,-62812,-163188
2.19,53528,13.67,15.43,17.09,18.439999999999998,27.04,28.35,29.52,32.97,34.480000000000004,36.81,813403,355075,-141665,71029,-33122
26.43,87722,2.19,15.86,17.62,19.28,20.63,29.23,30.540000000000003,31.71,35.16,36.67,822552,228731,-109232,-103099,586
2.45,74026,1.18,3.8,4.9399999999999995,9.239999999999998,11.219999999999999,37.65,39.839999999999996,53.50999999999999,55.26999999999999,56.92999999999999,942895,-264159,-36594,-164683,-193140
15.68,40862,2.45,3.63,6.25,7.39,11.689999999999998,13.669999999999998,40.1,42.29,55.959999999999994,57.71999999999999,981407,-273814,-24836,-122481,-138625
3.66,69367,15.68,18.13,19.31,21.93,23.07,27.369999999999997,29.349999999999998,55.78,57.97,71.63999999999999,979707,-118406,89859,-157026,-52309
1.61,75108,3.66,19.34,21.79,22.97,25.59,26.73,31.029999999999998,33.01,59.44,61.629999999999995,881132,-74968,80858,-35217,84330
2.13,82980,1.61,5.2700000000000005,20.95,23.4,24.58,27.2,28.34,32.64,34.62,61.05,849281,-172964,25282,-56797,50704
1.08,87544,2.0,3.02,5.15,6.76,10.42,26.099999999999998,28.549999999999997,29.729999999999997,32.349999999999994,33.489999999999995,581146,-236389,-376630,-219604,-215116
3.49,90164,8.78,9.86,11.86,12.879999999999999,15.01,16.619999999999997,20.28,35.96,38.41,39.589999999999996,494642,-88358,-183291,-126494,20709
1.1,97993,3.49,12.27,13.35,15.35,16.369999999999997,18.5,20.11,23.770000000000003,39.45,41.9,308724,-24316,-75017,-84372,108473
7.06,90908,1.1,4.59,13.37,14.45,16.45,17.47,19.6,21.21,24.870000000000005,40.550000000000004,92391,-21710,-148210,-51711,102866
1.76,92571,7.06,8.16,11.649999999999999,20.43,21.509999999999998,23.509999999999998,24.529999999999998,26.66,28.27,31.930000000000003,331879,114811,-14676,204928,116306
1.23,78496,1.25,3.01,10.07,11.17,14.659999999999998,23.44,24.52,26.52,27.54,29.67,29806,37266,-193281,-66787,5633
9.63,71775,1.23,2.48,4.24,11.3,12.4,15.889999999999999,24.67,25.75,27.75,28.77,41985,-4093,-235178,-150806,-247261
1,68070,9.63,10.860000000000001,12.110000000000001,13.870000000000001,20.93,22.03,25.52,34.300000000000004,35.38,37.38,222954,27651,20609,72320,-31659
6.27,89865,1.0,10.63,11.860000000000001,13.110000000000001,14.870000000000001,21.93,23.03,26.52,35.300000000000004,36.38,86897,-19010,20452,-184476,-1383
2.03,74731,6.27,7.27,16.9,18.130000000000003,19.380000000000003,21.14,28.2,29.3,32.79,41.57000000000001,258990,125648,221654,14809,177323
1.25,78165,2.03,8.299999999999999,9.299999999999999,18.93,20.160000000000004,21.410000000000004,23.17,30.23,31.330000000000002,34.82,222553,-136185,-1593,65194,-1493
2.04,71748,1.25,3.28,9.549999999999999,10.549999999999999,20.18,21.410000000000004,22.660000000000004,24.42,31.48,32.58,211824,-188856,-96893,53913,-8872
2.74,82284,2.04,3.29,5.32,11.59,12.59,22.22,23.450000000000003,24.700000000000003,26.46,33.52,214108,-236497,-55412,-127732,-174200
12.89,99247,2.74,4.78,6.03,8.06,14.33,15.33,24.96,26.190000000000005,27.440000000000005,29.200000000000003,230835,-186770,-253966,-69490,-136067
1.84,66135,12.89,15.63,17.67,18.92,20.950000000000003,27.22,28.22,37.85,39.080000000000005,40.330000000000005,308225,9970,-51776,-66585,56825
2.71,54284,1.84,14.73,17.470000000000002,19.51,20.76,22.790000000000003,29.06,30.06,39.690000000000005,40.92000000000001,328685,-155825,1573,-63621,62618
8.54,59508,2.71,4.55,17.44,20.180000000000003,22.220000000000002,23.470000000000002,25.500000000000004,31.77,32.769999999999996,42.400000000000006,245850,-343038,54338,425,61043
1.23,52099,8.54,11.25,13.09,25.98,28.720000000000002,30.76,32.010000000000005,34.040000000000006,40.31,41.309999999999995,308599,-191394,50232,177964,70349
1.11,47916,1.23,9.77,12.48,14.32,27.21,29.950000000000003,31.990000000000002,33.24,35.27,41.54,288522,-180995,79154,148644,76198
2.61,76128,1.11,2.34,10.879999999999999,13.59,15.43,28.32,31.060000000000002,33.1,34.35,36.38,280423,-174171,-79741,-13156,43244
1.55,71850,2.61,3.7199999999999998,4.949999999999999,13.489999999999998,16.2,18.04,30.93,33.67,35.71,36.96,284749,-213825,-72918,-9297,-124643
1.34,55865,1.55,4.16,5.27,6.499999999999999,15.04,17.75,19.59,32.48,35.22,37.26,261477,-226785,-57635,-58060,-145661
1.05,74871,1.34,2.89,5.5,6.609999999999999,7.839999999999999,16.38,19.09,20.93,33.82,36.56,165548,-264558,-58985,-236949,-153444
7.79,80855,1.05,2.39,3.9400000000000004,6.55,7.659999999999999,8.889999999999999,17.43,20.14,21.98,34.87,-36760,-342864,-123497,-272141,-186646
2.34,42718,7.79,8.84,10.18,11.73,14.34,15.45,16.68,25.22,27.93,29.77,-39735,-395514,-135292,-122136,-20832
1.41,35626,2.34,10.129999999999999,11.18,12.52,14.07,16.68,17.79,19.02,27.56,30.27,-44877,-364634,-88976,-79679,32627
1.68,61674,1.41,3.75,11.54,12.59,13.93,15.48,18.09,19.2,20.43,28.97,-33430,-347512,-106557,-48497,77983
1.66,41060,1.68,3.09,5.43,13.219999999999999,14.27,15.61,17.16,19.77,20.88,22.11,-14769,-412664,-287093,-50144,-81452
2.07,47626,1.66,3.34,4.75,7.09,14.879999999999999,15.93,17.27,18.82,21.43,22.54,49591,-371089,-278138,-5997,-112964
1.99,65771,2.07,3.7299999999999995,5.41,6.82,9.16,16.95,18.0,19.34,20.89,23.5,79872,-313896,-253212,-131076,-103411
1.93,80107,1.99,4.06,5.72,7.4,8.81,11.15,18.939999999999998,19.99,21.33,22.88,51245,-531815,-252993,-173314,-90543
2.26,95218,1.93,3.92,5.989999999999999,7.6499999999999995,9.33,10.74,13.08,20.869999999999997,21.919999999999998,23.259999999999998,-13024,-527264,-261125,-212628,-128648
1.01,57463,3.56,5.82,7.75,9.74,11.81,13.47,15.15,16.56,18.9,26.689999999999994,-86441,-286183,16097,22094,82444
1.48,72926,1.01,4.57,6.83,8.76,10.75,12.82,14.48,16.16,17.57,19.91,-45787,-400862,-147013,-15937,93280
1.1,70859,1.48,2.49,6.050000000000001,8.31,10.24,12.23,14.3,15.96,17.64,19.05,-220737,-449468,-194066,-20752,100528
1.08,81901,1.1,2.58,3.5900000000000003,7.15,9.41,11.34,13.33,15.4,17.060000000000002,18.740000000000002,-128938,-678346,-235621,-22993,-173735
27.31,99615,1.61,2.6900000000000004,3.79,5.2700000000000005,6.28,9.84,12.1,14.03,16.02,18.09,-630919,-859965,-304803,-326897,-223701
1.24,42006,27.31,28.919999999999998,30.0,31.099999999999998,32.58,33.589999999999996,37.15,39.41,41.339999999999996,43.33,-632267,-645062,-144062,-128125,-11852
10.12,77585,1.24,28.549999999999997,30.159999999999997,31.24,32.339999999999996,33.82,34.83,38.39,40.65,42.58,-634610,-647351,-136556,-115804,36106
1.46,76011,10.12,11.36,38.669999999999995,40.279999999999994,41.36,42.459999999999994,43.94,44.949999999999996,48.51,50.769999999999996,-720288,-456129,34541,57534,210696
1,57006,1.46,11.579999999999998,12.82,40.129999999999995,41.739999999999995,42.82,43.919999999999995,45.4,46.41,49.97,-771736,-497922,26652,78034,8515
