배수,총배팅,1게임배수,2게임배수,3게임배수,4게임배수,5게임배수,6게임배수,7게임배수,8게임배수,9게임배수,10게임배수,100게임이득,50게임이득,10게임이득,5게임이득,3게임이득
4.73,69267,1.03,2.0300000000000002,3.49,13.609999999999998,14.85,42.16,43.769999999999996,44.85,45.949999999999996,47.43,-833866,-758898,-277178,-149053,-218439
1.01,96522,1.88,6.61,7.640000000000001,8.64,10.100000000000001,20.219999999999995,21.459999999999997,48.77,50.38,51.46,-878290,-721878,-198860,-256394,-138517
4.81,71186,3.64,4.65,6.529999999999999,11.26,12.290000000000001,13.290000000000001,14.750000000000002,24.869999999999997,26.11,53.42,-735350,-498961,-15626,-108445,-60282
3.25,56671,4.81,8.45,9.46,11.34,16.07,17.1,18.1,19.560000000000002,29.679999999999996,30.919999999999998,-602287,-298935,-43574,105479,143434
1.29,66976,3.25,8.059999999999999,11.7,12.71,14.59,19.32,20.35,21.35,22.810000000000002,32.92999999999999,-494509,-406151,57909,121150,308026
1.36,37777,1.29,4.54,9.349999999999998,12.989999999999998,14.0,15.879999999999999,20.61,21.64,22.64,24.1,-510539,-486223,-105111,151283,121211
2.6,63417,1.36,2.6500000000000004,5.9,10.709999999999997,14.349999999999998,15.36,17.24,21.97,23.0,24.0,-449282,-427572,-77860,214185,-25771
9.79,84251,2.6,3.96,5.25,8.5,13.309999999999997,16.95,17.96,19.84,24.57,25.6,-531775,-646586,-51142,57303,-124129
3.99,54518,9.79,12.389999999999999,13.75,15.04,18.29,23.099999999999994,26.74,27.75,29.63,34.36,-349155,-444807,166452,60973,53124
6.28,74713,3.99,13.78,16.38,17.740000000000002,19.03,22.28,27.089999999999996,30.729999999999997,31.740000000000002,33.62,-281051,-318317,142197,21047,114888
7.39,71062,6.28,10.27,20.06,22.66,24.020000000000003,25.310000000000002,28.560000000000002,33.37,37.01,38.02,-127589,-123496,363204,211921,275829
2.83,68650,7.39,13.67,17.66,27.45,30.05,31.410000000000004,32.7,35.95,40.76,44.4,-61697,-89348,624729,410544,323800
1.57,62519,2.83,10.219999999999999,16.5,20.490000000000002,30.28,32.88,34.24,35.53,38.78,43.589999999999996,-74600,-55590,463823,406520,261344
1.97,57394,1.57,4.4,11.79,18.07,22.060000000000002,31.85,34.45,35.81,37.1,40.35,-94736,-220384,300205,239232,80435
1.7,91323,1.97,3.54,6.37,13.76,20.04,24.03,33.82,36.42,37.78,39.07,-360241,-224056,180502,159455,-136201
3.08,65479,1.7,3.67,5.24,8.07,15.459999999999999,21.74,25.73,35.52,38.120000000000005,39.480000000000004,-418540,-229684,159646,-52275,-182966
1.36,55128,3.08,4.78,6.75,8.32,11.15,18.54,24.82,28.810000000000002,38.6,41.2,-425116,-188619,183541,-227003,-142435
6.07,44304,1.36,4.44,6.140000000000001,8.11,9.68,12.51,19.9,26.18,30.17,39.96,-418212,-231442,161178,-245342,-143453
1.5,28591,2.02,63.790000000000006,64.9,66.1,67.82,68.96,71.42999999999999,74.92,76.72,77.89,-447379,84436,-300203,-83922,32923
12.84,29244,1.5,3.52,65.29,66.4,67.6,69.32,70.46,72.92999999999999,76.42,78.22,-399020,128244,-221515,-56583,80230
1.89,85994,12.84,14.34,16.36,78.13000000000001,79.24000000000001,80.44,82.16,83.3,85.77,89.26,-312231,237179,-119365,64386,-3723
7.94,54234,1.89,14.73,16.23,18.25,80.02000000000001,81.13000000000001,82.33,84.05,85.19,87.66,-311415,-25232,-194714,77496,-27224
1.7,74703,7.94,9.83,22.67,24.17,26.19,87.96000000000001,89.07000000000001,90.27,91.99,93.13,-311366,89496,-112936,-5144,54532
1.39,72651,1.7,9.64,11.53,24.37,25.87,27.89,89.66000000000001,90.77000000000001,91.97,93.69,-375005,74463,-114647,-30725,-62188
3.89,69710,1.39,3.09,11.030000000000001,12.92,25.76,27.26,29.28,91.05000000000001,92.16000000000001,93.36,-591956,86390,-121430,-64847,-62113
1,59133,3.89,5.28,6.98,14.920000000000002,16.81,29.650000000000002,31.150000000000002,33.17,94.94000000000001,96.05000000000001,-480879,217558,-6617,-71003,-69582
2.15,47529,1.0,4.890000000000001,6.28,7.98,15.920000000000002,17.81,30.650000000000002,32.150000000000006,34.17,95.94000000000001,-629749,230216,6047,-71449,-67948
47.65,44741,2.15,3.15,7.040000000000001,8.43,10.13,18.07,19.959999999999997,32.800000000000004,34.300000000000004,36.32,-557889,87173,-135592,-130448,-11069
2.82,51317,47.65,49.8,50.8,54.69,56.08,57.78,65.72,67.61,80.45,81.95,-462758,184593,-36399,-5674,3141
1.18,77264,2.82,50.47,52.62,53.62,57.51,58.9,60.6,68.53999999999999,70.42999999999999,83.27,-380318,75811,-17892,46955,56291
1.21,57759,1.18,4.0,51.65,53.8,54.8,58.69,60.08,61.78,69.72,71.61,-437536,60386,-150141,-79138,-18272
1.39,57420,2.01,4.81,5.83,8.67,9.829999999999998,12.99,34.169999999999995,35.199999999999996,37.529999999999994,38.769999999999996,-418020,26787,-63210,-72645,-59962
2.63,94075,1.39,3.3999999999999995,6.199999999999999,7.22,10.06,11.219999999999999,14.38,35.559999999999995,36.589999999999996,38.919999999999995,-374399,-56082,-52266,-86496,-45576
2.98,81117,5.69,8.17,10.8,12.190000000000001,14.2,17.0,18.02,20.860000000000003,22.02,25.180000000000003,-193777,-138187,52743,114856,179239
1.22,93301,2.98,8.67,11.15,13.780000000000001,15.170000000000002,17.18,19.98,21.0,23.840000000000003,25.0,-276462,-56078,83722,156367,197025
1.08,54435,25.16,26.38,27.6,30.58,36.27,38.75,41.38,42.769999999999996,44.78,47.58,-33677,154942,234101,246875,68585
1.64,45663,1.08,26.240000000000002,27.46,28.68,31.659999999999997,37.35,39.83,42.46,43.849999999999994,45.86,-77239,154203,161904,47048,106415
1.06,63096,1.64,2.7199999999999998,27.880000000000003,29.1,30.32,33.3,38.99,41.47,44.1,45.489999999999995,-237930,21801,128314,-28053,172397
1.01,70102,1.06,2.7,3.78,28.94,30.16,31.38,34.36,40.050000000000004,42.53,45.160000000000004,-255392,-317052,120580,708,-159097
39.13,32987,5.21,6.22,7.28,8.92,10.0,35.160000000000004,36.38,37.6,40.58,46.27,-373571,-243437,84945,-161930,-65292
6.73,52528,39.13,44.34,45.35,46.410000000000004,48.050000000000004,49.13,74.29,75.51,76.73,79.71000000000001,-274390,-246490,-1459,-48507,57200
1,48879,6.73,45.86,51.07000000000001,52.08,53.14,54.78,55.86,81.02000000000001,82.24000000000001,83.46000000000001,-192852,-169895,3869,31922,164481
1.91,65998,1.0,7.73,46.86,52.07000000000001,53.08,54.14,55.78,56.86,82.02000000000001,83.24000000000001,-200593,-332239,46210,45502,48335
2.86,40468,1.91,2.91,9.64,48.769999999999996,53.980000000000004,54.989999999999995,56.05,57.69,58.769999999999996,83.93,-164305,-252939,131562,91724,-35576
4.41,48124,2.86,4.77,5.77,12.5,51.629999999999995,56.84,57.849999999999994,58.91,60.55,61.629999999999995,-99947,-194524,-125255,36675,-60539
2.09,86001,1.16,6.53,12.4,13.59,17.380000000000003,23.61,26.29,27.54,33.489999999999995,36.099999999999994,312320,222824,158801,59678,48444
2.13,78398,6.85,10.899999999999999,12.799999999999999,14.26,15.339999999999998,16.89,23.78,25.229999999999997,26.479999999999997,29.14,585171,364985,-195832,-43530,82956
25.69,54337,2.13,8.98,13.029999999999998,14.93,16.39,17.47,19.02,25.91,27.359999999999996,28.609999999999996,653547,380565,-254224,-7030,95174
2.32,55543,25.69,27.82,34.67,38.72,40.620000000000005,42.08,43.16,44.71,51.6,53.05,626462,353569,-62040,154319,151870
5.85,64381,2.32,28.01,30.14,36.99,41.04,42.940000000000005,44.4,45.48,47.03,53.92,489632,329227,-13392,171215,47895
2.62,65253,5.85,8.17,33.86,35.99,42.84,46.89,48.790000000000006,50.25,51.33,52.88,477432,425971,-7284,184272,131911
1.24,53962,2.62,8.469999999999999,10.79,36.48,38.61,45.46,49.51,51.410000000000004,52.87,53.949999999999996,530723,390850,53305,96835,25472
2.7,53146,1.24,3.8600000000000003,9.709999999999999,12.03,37.72,39.85,46.7,50.75,52.650000000000006,54.11,511365,406983,64973,72003,-4038
2.53,52552,2.7,3.9400000000000004,6.5600000000000005,12.41,14.73,40.42,42.550000000000004,49.400000000000006,53.45,55.35000000000001,536739,383262,121899,-32420,-64822
1.23,77849,2.53,5.23,6.470000000000001,9.09,14.94,17.26,42.95,45.080000000000005,51.93000000000001,55.980000000000004,434039,407252,176595,5380,-43560
1.02,91830,1.23,3.76,6.460000000000001,7.700000000000001,10.32,16.169999999999998,18.490000000000002,44.18,46.31,53.160000000000004,329113,385195,57000,-127272,-67364
14.24,88640,3.78,24.01,25.03,26.26,28.79,31.490000000000002,32.730000000000004,35.35,41.2,43.52,233392,371579,70753,103173,165623
1.02,72502,1.14,3.1399999999999997,17.380000000000003,21.16,41.39,42.410000000000004,43.64,46.17,48.870000000000005,50.11000000000001,386017,509835,14940,227110,-30341
1.01,63706,1.02,2.16,4.16,18.400000000000002,22.18,42.410000000000004,43.43000000000001,44.660000000000004,47.190000000000005,49.89000000000001,336762,181820,8938,10541,-153100
8.38,85620,1.01,2.0300000000000002,3.17,5.17,19.410000000000004,23.19,43.42,44.440000000000005,45.67,48.2,325709,171506,-49852,-153025,-212102
2.34,53098,2.33,3.4400000000000004,11.82,12.83,13.85,14.99,16.990000000000002,31.230000000000004,35.01,55.24,45716,368173,125286,-101824,20860
3.52,54560,1.04,15.469999999999999,16.56,17.84,18.939999999999998,21.49,23.73,25.72,41.86,43.14,-823849,-133146,-242346,-208030,-37181
1.07,52934,3.52,4.5600000000000005,18.99,20.08,21.36,22.459999999999997,25.009999999999998,27.25,29.24,45.38,-668441,44983,-105339,-76821,69738
1.15,31730,9.12,10.19,13.709999999999999,14.75,29.18,30.269999999999996,31.549999999999997,32.65,35.199999999999996,37.44,-979753,-334792,-56398,162210,124734
19.12,58247,2.48,8.62,10.32,11.469999999999999,20.59,21.66,25.18,26.220000000000002,40.65,41.739999999999995,-753416,-458671,57183,110402,-10349
2.48,49630,4.48,23.6,26.080000000000002,32.22,33.92,35.07,44.19,45.260000000000005,48.78,49.82000000000001,-671752,-351737,203367,223022,268579
1.14,72003,1.38,2.5,4.98,9.46,28.580000000000002,31.060000000000002,37.199999999999996,38.9,40.05,49.169999999999995,-916686,-530153,133235,22833,-210538
7.66,48360,1.14,2.5199999999999996,3.6399999999999997,6.12,10.600000000000001,29.720000000000002,32.2,38.339999999999996,40.04,41.19,-885756,-535168,-72618,-113386,-262456
1.25,49816,1.34,9.0,10.14,11.52,12.64,15.120000000000001,19.6,38.720000000000006,41.2,47.34,-872376,-810638,-18538,-326045,-128670
67.27,44606,1.25,2.59,10.25,11.39,12.77,13.89,16.37,20.85,39.970000000000006,42.45,-843359,-805925,-104677,-258935,-97637
1.49,88920,67.27,68.52,69.86,77.52,78.66,80.03999999999999,81.16,83.64,88.12,107.24000000000001,-629761,-765848,-68078,-90911,-56637
2.74,38961,4.89,6.38,73.64999999999999,74.89999999999999,76.24,83.89999999999999,85.03999999999999,86.41999999999999,87.53999999999999,90.02,-725859,-999251,-355950,-111138,17306
12.94,97883,2.74,7.63,9.120000000000001,76.38999999999999,77.63999999999999,78.97999999999999,86.63999999999999,87.77999999999999,89.15999999999998,90.27999999999999,-887758,-900956,-344573,-18528,-56287
1.1,51599,12.94,15.68,20.57,22.060000000000002,89.32999999999998,90.57999999999998,91.91999999999999,99.57999999999998,100.71999999999998,102.09999999999998,-717579,-833391,-158935,100000,113386
6.52,38297,1.1,14.04,16.78,21.67,23.160000000000004,90.42999999999998,91.67999999999998,93.01999999999998,100.67999999999998,101.81999999999998,-816863,-679225,-112414,-21503,32998
1.05,82436,6.52,7.619999999999999,20.56,23.3,28.19,29.680000000000003,96.94999999999997,98.19999999999997,99.53999999999998,107.19999999999997,-992991,-435958,-3182,107841,78935
2.8,32388,4.09,5.14,11.66,12.76,25.7,28.44,33.33,34.82000000000001,102.08999999999997,103.33999999999997,-980439,-485517,16515,35043,259
1.41,52913,2.8,6.89,7.9399999999999995,14.46,15.559999999999999,28.5,31.240000000000002,36.129999999999995,37.620000000000005,104.88999999999997,-904425,-424559,41803,-58197,-52652
1,57534,1.41,4.21,8.299999999999999,9.35,15.870000000000001,16.97,29.91,32.65,37.53999999999999,39.03,-841633,-370912,-76020,-54517,-16354
1.25,72601,1.0,2.41,5.21,9.299999999999999,10.35,16.87,17.97,30.91,33.65,38.53999999999999,-823536,-411140,-48361,-156202,-112310
1,91581,1.25,2.25,3.66,6.46,10.549999999999999,11.6,18.12,19.22,32.16,34.9,-936395,-579100,-145236,-140071,-169733
1.69,87799,14.28,16.25,17.8,19.439999999999998,20.619999999999997,45.9,47.61000000000001,48.69,50.75,51.77,-677813,-798846,-266241,-119541,-16147
5.21,51226,3.25,4.96,29.75,30.8,32.65,37.68,38.71,91.67999999999999,102.17999999999999,104.56999999999998,-996453,-497584,255373,-11821,95568
3.09,60955,5.21,8.46,10.17,34.96,36.01,37.86,42.89,43.92,96.88999999999999,107.38999999999999,-968371,-441311,284318,26511,-13868
4.95,84962,1.96,5.05,10.260000000000002,13.510000000000002,15.219999999999999,40.01,41.059999999999995,42.910000000000004,47.940000000000005,48.970000000000006,-851513,-447423,-19214,-5785,21686
5.82,50191,4.95,6.91,10.0,15.21,18.46,20.169999999999998,44.96,46.01,47.86000000000001,52.89000000000001,-911613,-281163,148381,114870,93244
3.86,36363,5.82,10.77,12.73,15.82,21.03,24.28,25.99,50.78,51.83,53.68000000000001,-751123,-85120,150771,162592,144702
1.52,70229,3.86,9.68,14.629999999999999,16.59,19.68,24.89,28.14,29.849999999999998,54.64,55.69,-808332,-47254,193125,166614,158531
5.05,75250,1.52,5.38,11.2,16.15,18.11,21.2,26.41,29.66,31.369999999999997,56.160000000000004,-843437,-60287,209377,95919,6962
4.66,88983,5.05,6.57,10.43,16.25,21.2,23.16,26.25,31.46,34.71,36.419999999999995,-714609,113124,235840,241625,100719
16.93,87895,4.66,9.71,11.23,15.09,20.91,25.86,27.82,30.91,36.120000000000005,39.370000000000005,-532911,352109,459256,344386,271016
2.23,32639,16.93,21.59,26.64,28.16,32.019999999999996,37.84,42.79,44.75,47.84,53.050000000000004,-63850,877704,821347,658755,707538
3.54,74821,2.23,19.16,23.82,28.87,30.39,34.24999999999999,40.07,45.019999999999996,46.98,50.07,8975,741499,808667,642053,558959
1.19,85064,3.54,5.77,22.7,27.36,32.410000000000004,33.93,37.78999999999999,43.61,48.559999999999995,50.519999999999996,184289,905711,905037,809118,471694
3.25,30698,1.19,4.73,6.959999999999999,23.89,28.55,33.6,35.12,38.97999999999999,44.8,49.74999999999999,-54724,868381,824072,582447,24411
1.74,28184,3.25,4.4399999999999995,7.98,10.209999999999999,27.14,31.8,36.85,38.37,42.22999999999999,48.05,83615,952656,752882,408496,37459
1.35,82690,1.74,4.99,6.18,9.72,11.95,28.88,33.54,38.59,40.11,43.96999999999999,30783,979305,676567,17812,-83768
1.27,85916,1.35,3.09,6.34,7.529999999999999,11.07,13.299999999999999,30.23,34.89,39.940000000000005,41.46,8139,806985,587998,-54055,-77543
8.45,90213,1.27,2.62,4.359999999999999,7.609999999999999,8.799999999999999,12.34,14.569999999999999,31.5,36.160000000000004,41.21000000000001,-214843,788632,572196,-236922,-173724
1.21,75993,8.45,9.719999999999999,11.07,12.809999999999999,16.06,17.25,20.79,23.019999999999996,39.95,44.61,-96668,875936,520848,-61599,-55000
6.78,86789,1.21,9.66,10.93,12.280000000000001,14.02,17.27,18.46,22.0,24.229999999999997,41.160000000000004,-73841,903081,258105,-150391,-58877
11.11,67346,6.78,7.99,16.44,17.71,19.060000000000002,20.8,24.05,25.240000000000002,28.78,31.009999999999998,-64064,902686,-50141,-67953,85201
4.79,74354,1.08,2.58,5.52,16.63,23.410000000000004,24.620000000000005,33.07,34.34,35.69,37.43,-382639,961795,-151682,-1291,-144433
2.74,85297,1.98,4.08,8.870000000000001,9.950000000000001,11.450000000000001,14.389999999999999,25.5,32.28,33.49,41.94,-180779,987197,-38554,-181090,-60596
1.36,86347,2.74,4.720000000000001,6.82,11.610000000000001,12.690000000000001,14.190000000000001,17.13,28.240000000000002,35.02,36.230000000000004,-263506,733285,-188628,-193819,-140637
30.9,86878,1.36,4.1000000000000005,6.080000000000001,8.18,12.97,14.05,15.55,18.49,29.6,36.38,-251982,665326,-196679,-195388,-203132
1.35,84667,30.9,32.26,35.0,36.98,39.08,43.87,44.95,46.45,49.39,60.5,-11031,929292,-51644,-16606,72111
1.31,85458,1.35,32.25,33.61,36.35,38.33,40.43,45.22,46.300000000000004,47.800000000000004,50.74,-164468,849594,-214548,-77859,42401
5.04,42660,3.83,5.98,12.71,22.54,41.99999999999999,50.24,51.24,56.62,63.99,65.2,213191,774954,80011,112461,17682
1.31,47772,5.04,8.870000000000001,11.02,17.75,27.58,47.03999999999999,55.28,56.28,61.66,69.03,353193,905809,209266,85643,36926
4.2,22870,1.31,6.35,10.180000000000001,12.33,19.06,28.889999999999997,48.349999999999994,56.59,57.59,62.97,410888,806523,115607,20172,6775
4.76,33822,4.2,5.51,10.55,14.380000000000003,16.53,23.259999999999998,33.089999999999996,52.55,60.790000000000006,61.790000000000006,311709,837793,116533,-2464,9031
2.33,79267,4.76,8.96,10.27,15.31,19.14,21.29,28.019999999999996,37.849999999999994,57.309999999999995,65.55000000000001,290689,943106,173278,35969,-16737
1.96,87657,2.33,7.09,11.290000000000001,12.6,17.64,21.47,23.619999999999997,30.349999999999994,40.17999999999999,59.63999999999999,291230,854414,178492,66031,63541
1.44,40469,1.96,4.29,9.05,13.25,14.559999999999999,19.6,23.43,25.58,32.309999999999995,42.13999999999999,371876,913218,126563,40920,80310
2.13,84636,1.44,3.4,5.73,10.49,14.69,15.999999999999998,21.040000000000003,24.87,27.02,33.74999999999999,371706,869290,71118,50946,21752
5.06,39091,1.38,78.38,85.56,91.14999999999999,93.28,94.72,96.67999999999999,99.00999999999999,103.77,107.97,889699,974819,319067,268121,71618
1.73,47702,5.06,6.4399999999999995,83.44,90.62,96.21,98.34,99.78,101.74,104.07,108.83,925934,973188,328520,244959,60031
2.58,39200,1.41,3.1399999999999997,8.2,9.58,86.58,93.76,99.35,101.48,102.92,104.88,940480,827356,208782,-2707,-46744
1.82,44136,2.58,3.99,5.72,10.78,12.16,89.16,96.34,101.92999999999999,104.06,105.5,981043,628934,174972,-84193,-73238
1.84,53639,1.21,3.0300000000000002,5.61,7.0200000000000005,8.75,13.809999999999999,15.190000000000001,92.18999999999998,99.36999999999999,104.95999999999998,933132,191633,105457,-139502,-76764
1.33,46373,1.84,3.05,4.87,7.45,8.860000000000001,10.59,15.649999999999999,17.03,94.02999999999999,101.21,959723,54012,-88854,-148380,-103228
1.48,77106,1.33,3.17,4.38,6.2,8.780000000000001,10.190000000000001,11.92,16.979999999999997,18.36,95.35999999999999,957237,88856,-158760,-156053,-117383
1.18,49802,2.38,4.09,6.8,9.87,11.07,12.919999999999998,18.11,19.53,46.260000000000005,48.150000000000006,-741133,-793791,-29675,-61053,-41205
3.98,48470,2.08,5.6899999999999995,6.87,9.25,10.959999999999999,13.67,16.74,17.939999999999998,19.79,24.979999999999997,-770755,-980208,-25891,-48681,-15430
12.22,58514,3.98,6.0600000000000005,9.67,10.85,13.23,14.94,17.65,20.72,21.919999999999998,23.77,-450009,-926213,-89505,-2614,13319
3.09,70724,12.22,16.2,18.28,21.89,23.07,25.450000000000003,27.16,29.869999999999997,32.94,34.14,-886820,-800608,11491,72544,68418
1.44,88033,3.02,4.2,7.289999999999999,19.51,23.49,25.57,29.18,30.36,32.74,34.45,-773347,-876675,-52909,-4228,-92202
1.63,50792,2.95,4.49,5.92,7.45,8.7,18.099999999999998,85.33000000000003,92.39000000000003,103.34000000000003,106.84000000000003,-925681,164547,634806,-135180,-32070
2.2,63533,7.77,10.57,12.469999999999999,14.1,17.05,18.59,20.02,21.55,22.799999999999997,32.199999999999996,-957297,164015,-92513,-39675,-5314
2.14,78276,2.2,9.969999999999999,12.77,14.669999999999998,16.3,19.25,20.79,22.22,23.75,24.999999999999996,-941652,194918,-229562,-94382,14121
13.79,87662,2.14,4.34,12.11,14.91,16.81,18.44,21.39,22.93,24.36,25.89,-938474,519637,-224498,-111757,-791
1.24,95233,13.79,15.93,18.13,25.9,28.7,30.599999999999998,32.230000000000004,35.18,36.72,38.15,-760109,701562,-40165,100408,37924
1.14,71611,1.24,15.03,17.169999999999998,19.369999999999997,27.139999999999997,29.939999999999998,31.839999999999996,33.470000000000006,36.42,37.96,-807861,866755,-106389,54824,-2465
1.15,72744,1.14,2.38,16.169999999999998,18.31,20.509999999999998,28.279999999999998,31.08,32.98,34.61000000000001,37.56,-954068,720148,-161455,-121780,-15337
1.77,56168,1.15,2.29,3.53,17.319999999999997,19.459999999999997,21.659999999999997,29.429999999999996,32.23,34.129999999999995,35.760000000000005,-946838,498030,-235390,-141008,-227295
